
时间2 (秒 s)	角2 (弧度 rad)	角速度2 (弧度/秒 rad/s)	角加速度2 (弧度/秒² rad/s²)	位置2 (米 m)	速度2 (米/秒 m/s)	加速度2 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)
13.780	-0.105	-0.873	-43.633	-0.0025	-0.021	-1.042																																				6.890	-0.052	0.000	0.000	-0.0012	0.000	0.000	27.560	0.017	0.436	-10.908	4.1667E-4	0.010	-0.260	5.512	0.052	0.000	0.000	0.0012	0.000	0.000	13.780	-0.035	0.000	43.633	-8.3333E-4	0.000	1.042	1.378	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.780	0.070	0.000	43.633	0.0017	0.000	1.042	13.780	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.780	0.070	0.000	43.633	0.0017	0.000	1.042	13.780	-0.070	0.000	-43.633	-0.0017	0.000	-1.042	13.780	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.780	0.157	0.000	-3.947E-12	0.0037	0.000	-9.263E-14	13.780	0.244	-0.873	-43.633	0.0058	-0.021	-1.042	13.780	0.314	0.000	-4.019E-12	0.0075	0.000	-9.472E-14	13.780	0.384	-0.873	-3.880E-12	0.0092	-0.021	-9.680E-14
13.790	-0.122	-0.873	43.633	-0.0029	-0.021	1.042																																				6.895	-0.052	0.000	0.000	-0.0012	0.000	0.000	27.580	0.017	0.000	-10.908	4.1667E-4	0.000	-0.260	5.516	0.052	0.000	0.000	0.0012	0.000	0.000	13.790	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	1.379	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.790	0.070	0.000	0.000	0.0017	0.000	0.000	13.790	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.790	0.070	0.873	43.633	0.0017	0.021	1.042	13.790	-0.070	0.000	43.633	-0.0017	0.000	1.042	13.790	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.790	0.157	-0.873	-43.633	0.0037	-0.021	-1.042	13.790	0.227	-0.873	43.633	0.0054	-0.021	1.042	13.790	0.314	-0.873	-43.633	0.0075	-0.021	-1.042	13.790	0.384	-0.873	-3.880E-12	0.0092	-0.021	-9.680E-14
13.800	-0.122	0.000	43.633	-0.0029	0.000	1.042																																				6.900	-0.052	0.000	0.000	-0.0012	0.000	0.000	27.600	0.017	0.000	10.908	4.1667E-4	0.000	0.260	5.520	0.052	0.000	0.000	0.0012	0.000	0.000	13.800	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	1.380	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.800	0.070	0.000	0.000	0.0017	0.000	0.000	13.800	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.800	0.087	0.873	-43.633	0.0021	0.021	-1.042	13.800	-0.070	0.873	43.633	-0.0017	0.021	1.042	13.800	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.800	0.140	-0.873	43.633	0.0033	-0.021	1.042	13.800	0.227	0.000	7.216E-14	0.0054	0.000	0.000	13.800	0.297	-0.873	0.000	0.0071	-0.021	0.000	13.800	0.367	-0.873	43.633	0.0087	-0.021	1.042
13.810	-0.122	0.000	0.000	-0.0029	0.000	0.000																																				6.905	-0.052	0.000	0.000	-0.0012	0.000	0.000	27.620	0.017	0.436	10.908	4.1667E-4	0.010	0.260	5.524	0.052	0.000	0.000	0.0012	0.000	0.000	13.810	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	1.381	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.810	0.070	0.000	0.000	0.0017	0.000	0.000	13.810	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.810	0.087	0.000	-43.633	0.0021	0.000	-1.042	13.810	-0.052	0.873	-43.633	-0.0012	0.021	-1.042	13.810	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.810	0.140	0.000	3.886E-14	0.0033	0.000	0.000	13.810	0.227	-0.873	-43.633	0.0054	-0.021	-1.042	13.810	0.297	-0.873	0.000	0.0071	-0.021	0.000	13.810	0.367	0.000	0.000	0.0087	0.000	4.337E-15
13.820	-0.122	0.000	0.000	-0.0029	0.000	0.000																																				6.910	-0.052	0.000	0.000	-0.0012	0.000	0.000	27.640	0.035	0.436	-10.908	8.3333E-4	0.010	-0.260	5.528	0.052	0.000	0.000	0.0012	0.000	0.000	13.820	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	1.382	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.820	0.070	0.000	0.000	0.0017	0.000	0.000	13.820	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.820	0.087	0.000	0.000	0.0021	0.000	0.000	13.820	-0.052	0.000	-43.633	-0.0012	0.000	-1.042	13.820	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.820	0.140	-0.873	-43.633	0.0033	-0.021	-1.042	13.820	0.209	-0.873	43.633	0.0050	-0.021	1.042	13.820	0.279	-0.873	0.000	0.0067	-0.021	0.000	13.820	0.367	-0.873	-43.633	0.0087	-0.021	-1.042
13.830	-0.122	0.000	0.000	-0.0029	0.000	0.000																																				6.915	-0.052	0.000	0.000	-0.0012	0.000	0.000	27.660	0.035	0.000	-10.908	8.3333E-4	0.000	-0.260	5.532	0.052	0.000	0.000	0.0012	0.000	0.000	13.830	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	1.383	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.830	0.070	0.000	0.000	0.0017	0.000	0.000	13.830	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.830	0.087	0.000	43.633	0.0021	0.000	1.042	13.830	-0.052	0.000	0.000	-0.0012	0.000	0.000	13.830	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.830	0.122	-0.873	43.633	0.0029	-0.021	1.042	13.830	0.209	0.000	-7.216E-14	0.0050	0.000	2.255E-15	13.830	0.279	-0.873	0.000	0.0067	-0.021	0.000	13.830	0.349	-0.873	43.633	0.0083	-0.021	1.042
13.840	-0.122	0.000	-43.633	-0.0029	0.000	-1.042																																				6.920	-0.052	0.000	0.000	-0.0012	0.000	0.000	27.680	0.035	0.000	10.908	8.3333E-4	0.000	0.260	5.536	0.052	0.000	0.000	0.0012	0.000	0.000	13.840	-0.035	0.000	-43.633	-8.3333E-4	0.000	-1.042	1.384	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.840	0.070	0.000	0.000	0.0017	0.000	0.000	13.840	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.840	0.087	0.873	43.633	0.0021	0.021	1.042	13.840	-0.052	0.000	43.633	-0.0012	0.000	1.042	13.840	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.840	0.122	0.000	0.000	0.0029	0.000	0.000	13.840	0.209	-0.873	-43.633	0.0050	-0.021	-1.042	13.840	0.262	-0.873	43.633	0.0062	-0.021	1.042	13.840	0.349	0.000	0.000	0.0083	0.000	-4.337E-15
13.850	-0.122	-0.873	-43.633	-0.0029	-0.021	-1.042																																				6.925	-0.052	0.000	0.000	-0.0012	0.000	0.000	27.700	0.035	0.436	10.908	8.3333E-4	0.010	0.260	5.540	0.052	0.000	0.000	0.0012	0.000	0.000	13.850	-0.035	-0.873	-43.633	-8.3333E-4	-0.021	-1.042	1.385	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.850	0.070	0.000	-43.633	0.0017	0.000	-1.042	13.850	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.850	0.105	0.873	-43.633	0.0025	0.021	-1.042	13.850	-0.052	0.873	43.633	-0.0012	0.021	1.042	13.850	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.850	0.122	-0.873	-43.633	0.0029	-0.021	-1.042	13.850	0.192	-0.873	3.880E-12	0.0046	-0.021	9.038E-14	13.850	0.262	0.000	3.947E-12	0.0062	0.000	9.263E-14	13.850	0.349	-0.873	-43.633	0.0083	-0.021	-1.042
13.860	-0.140	-0.873	43.633	-0.0033	-0.021	1.042																																				6.930	-0.052	0.000	174.533	-0.0012	0.000	4.167	27.720	0.052	0.436	-10.908	0.0012	0.010	-0.260	5.544	0.052	0.000	0.000	0.0012	0.000	0.000	13.860	-0.052	-0.873	43.633	-0.0012	-0.021	1.042	1.386	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.860	0.070	-0.873	-43.633	0.0017	-0.021	-1.042	13.860	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.860	0.105	0.000	-43.633	0.0025	0.000	-1.042	13.860	-0.035	0.873	-43.633	-8.3333E-4	0.021	-1.042	13.860	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.860	0.105	-0.873	43.633	0.0025	-0.021	1.042	13.860	0.192	-0.873	3.880E-12	0.0046	-0.021	9.038E-14	13.860	0.262	-0.873	-43.633	0.0062	-0.021	-1.042	13.860	0.332	-0.873	4.019E-12	0.0079	-0.021	9.680E-14
13.870	-0.140	0.000	43.633	-0.0033	0.000	1.042																																				6.935	-0.052	1.745	174.533	-0.0012	0.042	4.167	27.740	0.052	0.000	-10.908	0.0012	0.000	-0.260	5.548	0.052	0.000	0.000	0.0012	0.000	0.000	13.870	-0.052	0.000	43.633	-0.0012	0.000	1.042	1.387	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.870	0.052	-0.873	43.633	0.0012	-0.021	1.042	13.870	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.870	0.105	0.000	0.000	0.0025	0.000	0.000	13.870	-0.035	0.000	-43.633	-8.3333E-4	0.000	-1.042	13.870	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.870	0.105	0.000	-3.914E-12	0.0025	0.000	-9.142E-14	13.870	0.175	-0.873	43.633	0.0042	-0.021	1.042	13.870	0.244	-0.873	-3.947E-12	0.0058	-0.021	-9.263E-14	13.870	0.332	-0.873	-3.741E-12	0.0079	-0.021	-8.812E-14
13.880	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.940	-0.035	1.745	-174.533	-8.3333E-4	0.042	-4.167	27.760	0.052	0.000	0.000	0.0012	0.000	0.000	5.552	0.052	0.000	0.000	0.0012	0.000	0.000	13.880	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.388	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.880	0.052	0.000	43.633	0.0012	0.000	1.042	13.880	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.880	0.105	0.000	0.000	0.0025	0.000	0.000	13.880	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	13.880	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.880	0.105	-0.873	-43.633	0.0025	-0.021	-1.042	13.880	0.175	0.000	-3.808E-12	0.0042	0.000	-9.263E-14	13.880	0.244	-0.873	-3.947E-12	0.0058	-0.021	-9.263E-14	13.880	0.314	-0.873	-4.019E-12	0.0075	-0.021	-9.472E-14
13.890	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.945	-0.035	0.000	-174.533	-8.3333E-4	0.000	-4.167	27.780	0.052	0.000	0.000	0.0012	0.000	0.000	5.556	0.052	0.000	0.000	0.0012	0.000	0.000	13.890	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.389	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.890	0.052	0.000	0.000	0.0012	0.000	0.000	13.890	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.890	0.105	0.000	0.000	0.0025	0.000	0.000	13.890	-0.035	0.000	43.633	-8.3333E-4	0.000	1.042	13.890	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.890	0.087	-0.873	43.633	0.0021	-0.021	1.042	13.890	0.175	-0.873	-43.633	0.0042	-0.021	-1.042	13.890	0.227	-0.873	7.216E-14	0.0054	-0.021	0.000	13.890	0.314	-0.873	-1.388E-13	0.0075	-0.021	-2.255E-15
13.900	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.950	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	27.800	0.052	0.000	10.908	0.0012	0.000	0.260	5.560	0.052	0.000	0.000	0.0012	0.000	0.000	13.900	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.390	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.900	0.052	0.000	0.000	0.0012	0.000	0.000	13.900	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.900	0.105	0.000	0.000	0.0025	0.000	0.000	13.900	-0.035	0.873	43.633	-8.3333E-4	0.021	1.042	13.900	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.900	0.087	0.000	43.633	0.0021	0.000	1.042	13.900	0.157	-0.873	43.633	0.0037	-0.021	1.042	13.900	0.227	-0.873	7.216E-14	0.0054	-0.021	0.000	13.900	0.297	-0.873	43.633	0.0071	-0.021	1.042
13.910	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.955	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	27.820	0.052	0.436	10.908	0.0012	0.010	0.260	5.564	0.052	0.000	0.000	0.0012	0.000	0.000	13.910	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.391	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.910	0.052	0.000	0.000	0.0012	0.000	0.000	13.910	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.910	0.105	0.000	43.633	0.0025	0.000	1.042	13.910	-0.017	0.873	-43.633	-4.1667E-4	0.021	-1.042	13.910	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.910	0.087	0.000	-43.633	0.0021	0.000	-1.042	13.910	0.157	0.000	-7.216E-14	0.0037	0.000	0.000	13.910	0.209	-0.873	43.633	0.0050	-0.021	1.042	13.910	0.297	0.000	0.000	0.0071	0.000	0.000
13.920	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.960	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	27.840	0.070	0.436	-10.908	0.0017	0.010	-0.260	5.568	0.052	0.000	-272.708	0.0012	0.000	-6.510	13.920	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.392	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.920	0.052	0.000	0.000	0.0012	0.000	0.000	13.920	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.920	0.105	0.873	43.633	0.0025	0.021	1.042	13.920	-0.017	0.000	-43.633	-4.1667E-4	0.000	-1.042	13.920	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.920	0.087	-0.873	-43.633	0.0021	-0.021	-1.042	13.920	0.157	-0.873	-43.633	0.0037	-0.021	-1.042	13.920	0.209	0.000	-7.216E-14	0.0050	0.000	2.255E-15	13.920	0.297	-0.873	-43.633	0.0071	-0.021	-1.042
13.930	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.965	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	27.860	0.070	0.000	-10.908	0.0017	0.000	-0.260	5.572	0.052	-2.182	-272.708	0.0012	-0.052	-6.510	13.930	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.393	-0.017	0.000	4363.322	-4.1667E-4	0.000	104.167	13.930	0.052	0.000	-43.633	0.0012	0.000	-1.042	13.930	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.930	0.122	0.873	-43.633	0.0029	0.021	-1.042	13.930	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.930	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.930	0.070	-0.873	43.633	0.0017	-0.021	1.042	13.930	0.140	-0.873	43.633	0.0033	-0.021	1.042	13.930	0.209	-0.873	-43.633	0.0050	-0.021	-1.042	13.930	0.279	-0.873	3.880E-12	0.0067	-0.021	9.263E-14
13.940	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.970	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	27.880	0.070	0.000	0.000	0.0017	0.000	0.000	5.576	0.035	-2.182	272.708	8.3333E-4	-0.052	6.510	13.940	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.394	-0.017	8.727	4363.323	-4.1667E-4	0.208	104.167	13.940	0.052	-0.873	-43.633	0.0012	-0.021	-1.042	13.940	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.940	0.122	0.000	-43.633	0.0029	0.000	-1.042	13.940	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	13.940	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.940	0.070	0.000	43.633	0.0017	0.000	1.042	13.940	0.140	0.000	3.914E-12	0.0033	0.000	9.263E-14	13.940	0.192	-0.873	3.880E-12	0.0046	-0.021	9.038E-14	13.940	0.279	-0.873	3.880E-12	0.0067	-0.021	9.263E-14
13.950	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.975	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	27.900	0.070	0.000	0.000	0.0017	0.000	0.000	5.580	0.035	0.000	272.708	8.3333E-4	0.000	6.510	13.950	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.395	0.000	8.727	-4363.323	0.0000	0.208	-104.167	13.950	0.035	-0.873	43.633	8.3333E-4	-0.021	1.042	13.950	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.950	0.122	0.000	0.000	0.0029	0.000	0.000	13.950	-0.017	0.000	43.633	-4.1667E-4	0.000	1.042	13.950	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.950	0.070	0.000	-43.633	0.0017	0.000	-1.042	13.950	0.140	-0.873	-43.633	0.0033	-0.021	-1.042	13.950	0.192	-0.873	-3.880E-12	0.0046	-0.021	-9.472E-14	13.950	0.262	-0.873	-3.808E-12	0.0062	-0.021	-9.263E-14
13.960	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.980	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	27.920	0.070	0.000	0.000	0.0017	0.000	0.000	5.584	0.035	0.000	0.000	8.3333E-4	0.000	0.000	13.960	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.396	0.000	0.000	-4363.322	0.0000	0.000	-104.167	13.960	0.035	0.000	43.633	8.3333E-4	0.000	1.042	13.960	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.960	0.122	0.000	0.000	0.0029	0.000	0.000	13.960	-0.017	0.873	43.633	-4.1667E-4	0.021	1.042	13.960	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.960	0.070	-0.873	-43.633	0.0017	-0.021	-1.042	13.960	0.122	-0.873	43.633	0.0029	-0.021	1.042	13.960	0.175	-0.873	43.633	0.0042	-0.021	1.042	13.960	0.262	-0.873	-3.808E-12	0.0062	-0.021	-9.263E-14
13.970	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.985	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	27.940	0.070	0.000	0.000	0.0017	0.000	0.000	5.588	0.035	0.000	0.000	8.3333E-4	0.000	0.000	13.970	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.397	0.000	0.000	0.000	0.0000	0.000	0.000	13.970	0.035	0.000	0.000	8.3333E-4	0.000	0.000	13.970	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.970	0.122	0.000	0.000	0.0029	0.000	0.000	13.970	0.000	0.873	-43.633	0.0000	0.021	-1.042	13.970	-0.140	0.000	0.000	-0.0033	0.000	0.000	13.970	0.052	-0.873	43.633	0.0012	-0.021	1.042	13.970	0.122	0.000	0.000	0.0029	0.000	0.000	13.970	0.175	0.000	7.216E-14	0.0042	0.000	0.000	13.970	0.244	-0.873	43.633	0.0058	-0.021	1.042
13.980	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.990	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	27.960	0.070	0.000	0.000	0.0017	0.000	0.000	5.592	0.035	0.000	0.000	8.3333E-4	0.000	0.000	13.980	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.398	0.000	0.000	0.000	0.0000	0.000	0.000	13.980	0.035	0.000	0.000	8.3333E-4	0.000	0.000	13.980	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.980	0.122	0.000	0.000	0.0029	0.000	0.000	13.980	0.000	0.000	-43.633	0.0000	0.000	-1.042	13.980	-0.140	0.000	43.633	-0.0033	0.000	1.042	13.980	0.052	0.000	43.633	0.0012	0.000	1.042	13.980	0.122	-0.873	-43.633	0.0029	-0.021	-1.042	13.980	0.175	-0.873	-43.633	0.0042	-0.021	-1.042	13.980	0.244	0.000	-7.216E-14	0.0058	0.000	0.000
13.990	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				6.995	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	27.980	0.070	0.000	0.000	0.0017	0.000	0.000	5.596	0.035	0.000	0.000	8.3333E-4	0.000	0.000	13.990	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.399	0.000	0.000	0.000	0.0000	0.000	0.000	13.990	0.035	0.000	0.000	8.3333E-4	0.000	0.000	13.990	0.017	0.000	0.000	4.1667E-4	0.000	0.000	13.990	0.122	0.000	0.000	0.0029	0.000	0.000	13.990	0.000	0.000	0.000	0.0000	0.000	0.000	13.990	-0.140	0.873	43.633	-0.0033	0.021	1.042	13.990	0.052	0.000	-43.633	0.0012	0.000	-1.042	13.990	0.105	-0.873	43.633	0.0025	-0.021	1.042	13.990	0.157	-0.873	43.633	0.0037	-0.021	1.042	13.990	0.244	-0.873	-43.633	0.0058	-0.021	-1.042
14.000	-0.140	0.000	0.000	-0.0033	0.000	0.000																																				7.000	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	28.000	0.070	0.000	0.000	0.0017	0.000	0.000	5.600	0.035	0.000	0.000	8.3333E-4	0.000	0.000	14.000	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.400	0.000	0.000	0.000	0.0000	0.000	0.000	14.000	0.035	0.000	0.000	8.3333E-4	0.000	0.000	14.000	0.017	0.000	0.000	4.1667E-4	0.000	0.000	14.000	0.122	0.000	0.000	0.0029	0.000	0.000	14.000	0.000	0.000	0.000	0.0000	0.000	0.000	14.000	-0.122	0.873	-43.633	-0.0029	0.021	-1.042	14.000	0.052	-0.873	-43.633	0.0012	-0.021	-1.042	14.000	0.105	0.000	-3.886E-14	0.0025	0.000	1.214E-15	14.000	0.157	0.000	-7.216E-14	0.0037	0.000	0.000	14.000	0.227	-0.873	7.216E-14	0.0054	-0.021	0.000
14.010	-0.140	0.000	43.633	-0.0033	0.000	1.042																																				7.005	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	28.020	0.070	0.000	0.000	0.0017	0.000	0.000	5.604	0.035	0.000	0.000	8.3333E-4	0.000	0.000	14.010	-0.052	0.000	0.000	-0.0012	0.000	0.000	1.401	0.000	0.000	0.000	0.0000	0.000	0.000	14.010	0.035	0.000	0.000	8.3333E-4	0.000	0.000	14.010	0.017	0.000	0.000	4.1667E-4	0.000	0.000	14.010	0.122	0.000	0.000	0.0029	0.000	0.000	14.010	0.000	0.000	0.000	0.0000	0.000	0.000	14.010	-0.122	0.000	-43.633	-0.0029	0.000	-1.042	14.010	0.035	-0.873	43.633	8.3333E-4	-0.021	1.042	14.010	0.105	-0.873	-43.633	0.0025	-0.021	-1.042	14.010	0.157	-0.873	-43.633	0.0037	-0.021	-1.042	14.010	0.227	-0.873	3.947E-12	0.0054	-0.021	9.263E-14
