
时间2 (秒 s)	角2 (弧度 rad)	角速度2 (弧度/秒 rad/s)	角加速度2 (弧度/秒² rad/s²)	位置2 (米 m)	速度2 (米/秒 m/s)	加速度2 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)	时间 (秒 s)	角 (弧度 rad)	角速度 (弧度/秒 rad/s)	角加速度 (弧度/秒² rad/s²)	位置 (米 m)	速度 (米/秒 m/s)	加速度 (米/秒² m/s²)
6.850	0.227	0.000	43.633	0.0054	0.000	1.042	6.850	-0.017	0.873	-43.633	-4.1667E-4	0.021	-1.042	1.370	-0.052	0.000	0.000	-0.0012	0.000	0.000														
6.860	0.227	0.000	-43.633	0.0054	0.000	-1.042	6.860	-0.017	0.000	-43.633	-4.1667E-4	0.000	-1.042	1.372	-0.052	0.000	0.000	-0.0012	0.000	0.000														
6.870	0.227	-0.873	-43.633	0.0054	-0.021	-1.042	6.870	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.374	-0.052	0.000	0.000	-0.0012	0.000	0.000														
6.880	0.209	-0.873	43.633	0.0050	-0.021	1.042	6.880	-0.017	0.000	43.633	-4.1667E-4	0.000	1.042	1.376	-0.052	0.000	0.000	-0.0012	0.000	0.000														
6.890	0.209	0.000	-2.010E-12	0.0050	0.000	-4.406E-14	6.890	-0.017	0.873	43.633	-4.1667E-4	0.021	1.042	1.378	-0.052	0.000	0.000	-0.0012	0.000	0.000														
6.900	0.209	-0.873	-43.633	0.0050	-0.021	-1.042	6.900	0.000	0.873	-43.633	0.0000	0.021	-1.042	1.380	-0.052	0.000	0.000	-0.0012	0.000	0.000														
6.910	0.192	-0.873	43.633	0.0046	-0.021	1.042	6.910	0.000	0.000	-43.633	0.0000	0.000	-1.042	1.382	-0.052	0.000	0.000	-0.0012	0.000	0.000														
6.920	0.192	0.000	1.943E-12	0.0046	0.000	4.406E-14	6.920	0.000	0.000	0.000	0.0000	0.000	0.000	1.384	-0.052	0.000	0.000	-0.0012	0.000	0.000														
6.930	0.192	-0.873	-43.633	0.0046	-0.021	-1.042	6.930	0.000	0.000	43.633	0.0000	0.000	1.042	1.386	-0.052	0.000	0.000	-0.0012	0.000	0.000														
6.940	0.175	-0.873	-1.871E-12	0.0042	-0.021	-4.632E-14	6.940	0.000	0.873	43.633	0.0000	0.021	1.042	1.388	-0.052	0.000	-1090.831	-0.0012	0.000	-26.042														
6.950	0.175	-0.873	-1.871E-12	0.0042	-0.021	-4.632E-14	6.950	0.017	0.873	-43.633	4.1667E-4	0.021	-1.042	1.390	-0.052	-4.363	-1090.831	-0.0012	-0.104	-26.042														
6.960	0.157	-0.873	43.633	0.0037	-0.021	1.042	6.960	0.017	0.000	-1.937E-12	4.1667E-4	0.000	-4.632E-14	1.392	-0.070	-4.363	1090.831	-0.0017	-0.104	26.042														
6.970	0.157	0.000	1.871E-12	0.0037	0.000	4.632E-14	6.970	0.017	0.873	43.633	4.1667E-4	0.021	1.042	1.394	-0.070	0.000	1090.831	-0.0017	0.000	26.042														
6.980	0.157	-0.873	-43.633	0.0037	-0.021	-1.042	6.980	0.035	0.873	-43.633	8.3333E-4	0.021	-1.042	1.396	-0.070	0.000	0.000	-0.0017	0.000	0.000														
6.990	0.140	-0.873	-1.904E-12	0.0033	-0.021	-4.632E-14	6.990	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	1.398	-0.070	0.000	0.000	-0.0017	0.000	0.000														
7.000	0.140	-0.873	1.976E-12	0.0033	-0.021	4.632E-14	7.000	0.035	0.000	43.633	8.3333E-4	0.000	1.042	1.400	-0.070	0.000	0.000	-0.0017	0.000	0.000														
7.010	0.122	-0.873	1.937E-12	0.0029	-0.021	4.632E-14	7.010	0.035	0.873	43.633	8.3333E-4	0.021	1.042	1.402	-0.070	0.000	0.000	-0.0017	0.000	0.000														
7.020	0.122	-0.873	-1.937E-12	0.0029	-0.021	-4.632E-14	7.020	0.052	0.873	-43.633	0.0012	0.021	-1.042	1.404	-0.070	0.000	0.000	-0.0017	0.000	0.000														
7.030	0.105	-0.873	-1.976E-12	0.0025	-0.021	-4.510E-14	7.030	0.052	0.000	-43.633	0.0012	0.000	-1.042	1.406	-0.070	0.000	0.000	-0.0017	0.000	0.000														
7.040	0.105	-0.873	1.904E-12	0.0025	-0.021	4.736E-14	7.040	0.052	0.000	43.633	0.0012	0.000	1.042	1.408	-0.070	0.000	0.000	-0.0017	0.000	0.000														
7.050	0.087	-0.873	1.976E-12	0.0021	-0.021	4.510E-14	7.050	0.052	0.873	43.633	0.0012	0.021	1.042	1.410	-0.070	0.000	0.000	-0.0017	0.000	0.000														
7.060	0.087	-0.873	-1.904E-12	0.0021	-0.021	-4.736E-14	7.060	0.070	0.873	-43.633	0.0017	0.021	-1.042	1.412	-0.070	0.000	0.000	-0.0017	0.000	0.000														
7.070	0.070	-0.873	-1.937E-12	0.0017	-0.021	-4.632E-14	7.070	0.070	0.000	1.937E-12	0.0017	0.000	4.632E-14	1.414	-0.070	0.000	0.000	-0.0017	0.000	0.000														
7.080	0.070	-0.873	1.937E-12	0.0017	-0.021	4.632E-14	7.080	0.070	0.873	43.633	0.0017	0.021	1.042	1.416	-0.070	0.000	0.000	-0.0017	0.000	0.000														
7.090	0.052	-0.873	1.921E-12	0.0012	-0.021	4.684E-14	7.090	0.087	0.873	-43.633	0.0021	0.021	-1.042	1.418	-0.070	0.000	0.000	-0.0017	0.000	0.000														
7.100	0.052	-0.873	-1.954E-12	0.0012	-0.021	-4.562E-14	7.100	0.087	0.000	1.976E-12	0.0021	0.000	4.510E-14	1.420	-0.070	0.000	-1090.831	-0.0017	0.000	-26.042														
7.110	0.035	-0.873	-1.932E-12	8.3333E-4	-0.021	-4.649E-14	7.110	0.087	0.873	43.633	0.0021	0.021	1.042	1.422	-0.070	-4.363	-1090.831	-0.0017	-0.104	-26.042														
7.120	0.035	-0.873	1.943E-12	8.3333E-4	-0.021	4.597E-14	7.120	0.105	0.873	-43.633	0.0025	0.021	-1.042	1.424	-0.087	-4.363	1090.831	-0.0021	-0.104	26.042														
7.130	0.017	-0.873	1.937E-12	4.1667E-4	-0.021	4.632E-14	7.130	0.105	0.000	-43.633	0.0025	0.000	-1.042	1.426	-0.087	0.000	1090.831	-0.0021	0.000	26.042														
7.140	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042	7.140	0.105	0.000	43.633	0.0025	0.000	1.042	1.428	-0.087	0.000	0.000	-0.0021	0.000	0.000														
7.150	0.000	-1.745	-1.937E-12	0.0000	-0.042	-4.632E-14	7.150	0.105	0.873	43.633	0.0025	0.021	1.042	1.430	-0.087	0.000	0.000	-0.0021	0.000	0.000														
7.160	-0.017	-0.873	43.633	-4.1667E-4	-0.021	1.042	7.160	0.122	0.873	-43.633	0.0029	0.021	-1.042	1.432	-0.087	0.000	0.000	-0.0021	0.000	0.000														
7.170	-0.017	-0.873	1.937E-12	-4.1667E-4	-0.021	4.632E-14	7.170	0.122	0.000	-43.633	0.0029	0.000	-1.042	1.434	-0.087	0.000	0.000	-0.0021	0.000	0.000														
7.180	-0.035	-0.873	1.932E-12	-8.3333E-4	-0.021	4.649E-14	7.180	0.122	0.000	43.633	0.0029	0.000	1.042	1.436	-0.087	0.000	0.000	-0.0021	0.000	0.000														
7.190	-0.035	-0.873	-1.943E-12	-8.3333E-4	-0.021	-4.597E-14	7.190	0.122	0.873	43.633	0.0029	0.021	1.042	1.438	-0.087	0.000	0.000	-0.0021	0.000	0.000														
7.200	-0.052	-0.873	-1.921E-12	-0.0012	-0.021	-4.684E-14	7.200	0.140	0.873	-43.633	0.0033	0.021	-1.042	1.440	-0.087	0.000	0.000	-0.0021	0.000	0.000														
7.210	-0.052	-0.873	1.954E-12	-0.0012	-0.021	4.562E-14	7.210	0.140	0.000	-43.633	0.0033	0.000	-1.042	1.442	-0.087	0.000	0.000	-0.0021	0.000	0.000														
7.220	-0.070	-0.873	1.937E-12	-0.0017	-0.021	4.632E-14	7.220	0.140	0.000	43.633	0.0033	0.000	1.042	1.444	-0.087	0.000	0.000	-0.0021	0.000	0.000														
7.230	-0.070	-0.873	-1.937E-12	-0.0017	-0.021	-4.632E-14	7.230	0.140	0.873	43.633	0.0033	0.021	1.042	1.446	-0.087	0.000	0.000	-0.0021	0.000	0.000														
7.240	-0.087	-0.873	-1.976E-12	-0.0021	-0.021	-4.510E-14	7.240	0.157	0.873	-43.633	0.0037	0.021	-1.042	1.448	-0.087	0.000	0.000	-0.0021	0.000	0.000														
7.250	-0.087	-0.873	1.904E-12	-0.0021	-0.021	4.736E-14	7.250	0.157	0.000	-43.633	0.0037	0.000	-1.042	1.450	-0.087	0.000	-1090.831	-0.0021	0.000	-26.042														
7.260	-0.105	-0.873	1.976E-12	-0.0025	-0.021	4.510E-14	7.260	0.157	0.000	0.000	0.0037	0.000	0.000	1.452	-0.087	-4.363	-1090.831	-0.0021	-0.104	-26.042														
7.270	-0.105	-0.873	-1.904E-12	-0.0025	-0.021	-4.736E-14	7.270	0.157	0.000	43.633	0.0037	0.000	1.042	1.454	-0.105	-4.363	1090.831	-0.0025	-0.104	26.042														
7.280	-0.122	-0.873	43.633	-0.0029	-0.021	1.042	7.280	0.157	0.873	43.633	0.0037	0.021	1.042	1.456	-0.105	0.000	1090.831	-0.0025	0.000	26.042														
7.290	-0.122	0.000	1.937E-12	-0.0029	0.000	4.632E-14	7.290	0.175	0.873	-43.633	0.0042	0.021	-1.042	1.458	-0.105	0.000	0.000	-0.0025	0.000	0.000														
7.300	-0.122	-0.873	-43.633	-0.0029	-0.021	-1.042	7.300	0.175	0.000	-43.633	0.0042	0.000	-1.042	1.460	-0.105	0.000	0.000	-0.0025	0.000	0.000														
7.310	-0.140	-0.873	-1.976E-12	-0.0033	-0.021	-4.632E-14	7.310	0.175	0.000	0.000	0.0042	0.000	0.000	1.462	-0.105	0.000	0.000	-0.0025	0.000	0.000														
7.320	-0.140	-0.873	-1.976E-12	-0.0033	-0.021	-4.632E-14	7.320	0.175	0.000	43.633	0.0042	0.000	1.042	1.464	-0.105	0.000	0.000	-0.0025	0.000	0.000														
7.330	-0.157	-0.873	43.633	-0.0037	-0.021	1.042	7.330	0.175	0.873	43.633	0.0042	0.021	1.042	1.466	-0.105	0.000	0.000	-0.0025	0.000	0.000														
7.340	-0.157	0.000	2.010E-12	-0.0037	0.000	4.632E-14	7.340	0.192	0.873	-43.633	0.0046	0.021	-1.042	1.468	-0.105	0.000	0.000	-0.0025	0.000	0.000														
7.350	-0.157	-0.873	-43.633	-0.0037	-0.021	-1.042	7.350	0.192	0.000	-43.633	0.0046	0.000	-1.042	1.470	-0.105	0.000	0.000	-0.0025	0.000	0.000														
7.360	-0.175	-0.873	43.633	-0.0042	-0.021	1.042	7.360	0.192	0.000	0.000	0.0046	0.000	0.000	1.472	-0.105	0.000	0.000	-0.0025	0.000	0.000														
7.370	-0.175	0.000	1.871E-12	-0.0042	0.000	4.632E-14	7.370	0.192	0.000	0.000	0.0046	0.000	0.000	1.474	-0.105	0.000	0.000	-0.0025	0.000	0.000														
7.380	-0.175	-0.873	-43.633	-0.0042	-0.021	-1.042	7.380	0.192	0.000	0.000	0.0046	0.000	0.000	1.476	-0.105	0.000	0.000	-0.0025	0.000	0.000														
7.390	-0.192	-0.873	43.633	-0.0046	-0.021	1.042	7.390	0.192	0.000	0.000	0.0046	0.000	0.000	1.478	-0.105	0.000	-1090.831	-0.0025	0.000	-26.042														
7.400	-0.192	0.000	-1.943E-12	-0.0046	0.000	-4.406E-14	7.400	0.192	0.000	0.000	0.0046	0.000	0.000	1.480	-0.105	-4.363	-1090.831	-0.0025	-0.104	-26.042														
7.410	-0.192	-0.873	-43.633	-0.0046	-0.021	-1.042	7.410	0.192	0.000	0.000	0.0046	0.000	0.000	1.482	-0.122	-4.363	1090.831	-0.0029	-0.104	26.042														
7.420	-0.209	-0.873	43.633	-0.0050	-0.021	1.042	7.420	0.192	0.000	0.000	0.0046	0.000	0.000	1.484	-0.122	0.000	1090.831	-0.0029	0.000	26.042														
7.430	-0.209	0.000	43.633	-0.0050	0.000	1.042	7.430	0.192	0.000	0.000	0.0046	0.000	0.000	1.486	-0.122	0.000	0.000	-0.0029	0.000	0.000														
7.440	-0.209	0.000	0.000	-0.0050	0.000	0.000	7.440	0.192	0.000	43.633	0.0046	0.000	1.042	1.488	-0.122	0.000	0.000	-0.0029	0.000	0.000														
7.450	-0.209	0.000	0.000	-0.0050	0.000	0.000	7.450	0.192	0.873	43.633	0.0046	0.021	1.042	1.490	-0.122	0.000	0.000	-0.0029	0.000	0.000														
7.460	-0.209	0.000	-43.633	-0.0050	0.000	-1.042	7.460	0.209	0.873	-43.633	0.0050	0.021	-1.042	1.492	-0.122	0.000	0.000	-0.0029	0.000	0.000														
7.470	-0.209	-0.873	-43.633	-0.0050	-0.021	-1.042	7.470	0.209	0.000	-43.633	0.0050	0.000	-1.042	1.494	-0.122	0.000	0.000	-0.0029	0.000	0.000														
7.480	-0.227	-0.873	43.633	-0.0054	-0.021	1.042	7.480	0.209	0.000	0.000	0.0050	0.000	0.000	1.496	-0.122	0.000	0.000	-0.0029	0.000	0.000														
7.490	-0.227	0.000	43.633	-0.0054	0.000	1.042	7.490	0.209	0.000	0.000	0.0050	0.000	0.000	1.498	-0.122	0.000	0.000	-0.0029	0.000	0.000														
7.500	-0.227	0.000	0.000	-0.0054	0.000	0.000	7.500	0.209	0.000	-43.633	0.0050	0.000	-1.042	1.500	-0.122	0.000	0.000	-0.0029	0.000	0.000														
7.510	-0.227	0.000	0.000	-0.0054	0.000	0.000	7.510	0.209	-0.873	-43.633	0.0050	-0.021	-1.042	1.502	-0.122	0.000	0.000	-0.0029	0.000	0.000														
7.520	-0.227	0.000	0.000	-0.0054	0.000	0.000	7.520	0.192	-0.873	43.633	0.0046	-0.021	1.042	1.504	-0.122	0.000	0.000	-0.0029	0.000	0.000														
7.530	-0.227	0.000	0.000	-0.0054	0.000	0.000	7.530	0.192	0.000	43.633	0.0046	0.000	1.042	1.506	-0.122	0.000	-1090.831	-0.0029	0.000	-26.042														
7.540	-0.227	0.000	0.000	-0.0054	0.000	0.000	7.540	0.192	0.000	0.000	0.0046	0.000	0.000	1.508	-0.122	-4.363	-1090.831	-0.0029	-0.104	-26.042														
7.550	-0.227	0.000	0.000	-0.0054	0.000	0.000	7.550	0.192	0.000	0.000	0.0046	0.000	0.000	1.510	-0.140	-4.363	1090.831	-0.0033	-0.104	26.042														
7.560	-0.227	0.000	0.000	-0.0054	0.000	0.000	7.560	0.192	0.000	0.000	0.0046	0.000	0.000	1.512	-0.140	0.000	1090.831	-0.0033	0.000	26.042														
7.570	-0.227	0.000	0.000	-0.0054	0.000	0.000	7.570	0.192	0.000	0.000	0.0046	0.000	0.000	1.514	-0.140	0.000	0.000	-0.0033	0.000	0.000														
7.580	-0.227	0.000	0.000	-0.0054	0.000	0.000	7.580	0.192	0.000	0.000	0.0046	0.000	0.000	1.516	-0.140	0.000	0.000	-0.0033	0.000	0.000														
7.590	-0.227	0.000	43.633	-0.0054	0.000	1.042	7.590	0.192	0.000	0.000	0.0046	0.000	0.000	1.518	-0.140	0.000	0.000	-0.0033	0.000	0.000														
7.600	-0.227	0.873	43.633	-0.0054	0.021	1.042	7.600	0.192	0.000	0.000	0.0046	0.000	0.000	1.520	-0.140	0.000	0.000	-0.0033	0.000	0.000														
7.610	-0.209	0.873	-43.633	-0.0050	0.021	-1.042	7.610	0.192	0.000	-43.633	0.0046	0.000	-1.042	1.522	-0.140	0.000	0.000	-0.0033	0.000	0.000														
7.620	-0.209	0.000	-43.633	-0.0050	0.000	-1.042	7.620	0.192	-0.873	-43.633	0.0046	-0.021	-1.042	1.524	-0.140	0.000	0.000	-0.0033	0.000	0.000														
7.630	-0.209	0.000	0.000	-0.0050	0.000	0.000	7.630	0.175	-0.873	43.633	0.0042	-0.021	1.042	1.526	-0.140	0.000	0.000	-0.0033	0.000	0.000														
7.640	-0.209	0.000	43.633	-0.0050	0.000	1.042	7.640	0.175	0.000	43.633	0.0042	0.000	1.042	1.528	-0.140	0.000	0.000	-0.0033	0.000	0.000														
7.650	-0.209	0.873	43.633	-0.0050	0.021	1.042	7.650	0.175	0.000	0.000	0.0042	0.000	0.000	1.530	-0.140	0.000	0.000	-0.0033	0.000	0.000														
7.660	-0.192	0.873	-43.633	-0.0046	0.021	-1.042	7.660	0.175	0.000	-43.633	0.0042	0.000	-1.042	1.532	-0.140	0.000	-1090.831	-0.0033	0.000	-26.042														
7.670	-0.192	0.000	-43.633	-0.0046	0.000	-1.042	7.670	0.175	-0.873	-43.633	0.0042	-0.021	-1.042	1.534	-0.140	-4.363	-1090.831	-0.0033	-0.104	-26.042														
7.680	-0.192	0.000	43.633	-0.0046	0.000	1.042	7.680	0.157	-0.873	43.633	0.0037	-0.021	1.042	1.536	-0.157	-4.363	1090.831	-0.0037	-0.104	26.042														
7.690	-0.192	0.873	43.633	-0.0046	0.021	1.042	7.690	0.157	0.000	43.633	0.0037	0.000	1.042	1.538	-0.157	0.000	1090.831	-0.0037	0.000	26.042														
7.700	-0.175	0.873	-43.633	-0.0042	0.021	-1.042	7.700	0.157	0.000	0.000	0.0037	0.000	0.000	1.540	-0.157	0.000	0.000	-0.0037	0.000	0.000														
7.710	-0.175	0.000	-2.010E-12	-0.0042	0.000	-4.632E-14	7.710	0.157	0.000	-43.633	0.0037	0.000	-1.042	1.542	-0.157	0.000	0.000	-0.0037	0.000	0.000														
7.720	-0.175	0.873	43.633	-0.0042	0.021	1.042	7.720	0.157	-0.873	-43.633	0.0037	-0.021	-1.042	1.544	-0.157	0.000	0.000	-0.0037	0.000	0.000														
7.730	-0.157	0.873	2.010E-12	-0.0037	0.021	4.632E-14	7.730	0.140	-0.873	43.633	0.0033	-0.021	1.042	1.546	-0.157	0.000	0.000	-0.0037	0.000	0.000														
7.740	-0.157	0.873	2.010E-12	-0.0037	0.021	4.632E-14	7.740	0.140	0.000	43.633	0.0033	0.000	1.042	1.548	-0.157	0.000	0.000	-0.0037	0.000	0.000														
7.750	-0.140	0.873	-43.633	-0.0033	0.021	-1.042	7.750	0.140	0.000	-43.633	0.0033	0.000	-1.042	1.550	-0.157	0.000	0.000	-0.0037	0.000	0.000														
7.760	-0.140	0.000	-1.976E-12	-0.0033	0.000	-4.632E-14	7.760	0.140	-0.873	-43.633	0.0033	-0.021	-1.042	1.552	-0.157	0.000	0.000	-0.0037	0.000	0.000														
7.770	-0.140	0.873	43.633	-0.0033	0.021	1.042	7.770	0.122	-0.873	43.633	0.0029	-0.021	1.042	1.554	-0.157	0.000	0.000	-0.0037	0.000	0.000														
7.780	-0.122	0.873	1.937E-12	-0.0029	0.021	4.632E-14	7.780	0.122	0.000	43.633	0.0029	0.000	1.042	1.556	-0.157	0.000	0.000	-0.0037	0.000	0.000														
7.790	-0.122	0.873	-1.937E-12	-0.0029	0.021	-4.632E-14	7.790	0.122	0.000	-43.633	0.0029	0.000	-1.042	1.558	-0.157	0.000	-1090.831	-0.0037	0.000	-26.042														
7.800	-0.105	0.873	-1.904E-12	-0.0025	0.021	-4.736E-14	7.800	0.122	-0.873	-43.633	0.0029	-0.021	-1.042	1.560	-0.157	-4.363	-1090.831	-0.0037	-0.104	-26.042														
7.810	-0.105	0.873	1.976E-12	-0.0025	0.021	4.510E-14	7.810	0.105	-0.873	43.633	0.0025	-0.021	1.042	1.562	-0.175	-4.363	1090.831	-0.0042	-0.104	26.042														
7.820	-0.087	0.873	-43.633	-0.0021	0.021	-1.042	7.820	0.105	0.000	43.633	0.0025	0.000	1.042	1.564	-0.175	0.000	1090.831	-0.0042	0.000	26.042														
7.830	-0.087	0.000	-1.976E-12	-0.0021	0.000	-4.510E-14	7.830	0.105	0.000	-43.633	0.0025	0.000	-1.042	1.566	-0.175	0.000	0.000	-0.0042	0.000	0.000														
7.840	-0.087	0.873	43.633	-0.0021	0.021	1.042	7.840	0.105	-0.873	-43.633	0.0025	-0.021	-1.042	1.568	-0.175	0.000	0.000	-0.0042	0.000	0.000														
7.850	-0.070	0.873	1.937E-12	-0.0017	0.021	4.632E-14	7.850	0.087	-0.873	43.633	0.0021	-0.021	1.042	1.570	-0.175	0.000	0.000	-0.0042	0.000	0.000														
7.860	-0.070	0.873	1.937E-12	-0.0017	0.021	4.632E-14	7.860	0.087	0.000	-1.904E-12	0.0021	0.000	-4.736E-14	1.572	-0.175	0.000	0.000	-0.0042	0.000	0.000														
7.870	-0.052	0.873	-1.921E-12	-0.0012	0.021	-4.684E-14	7.870	0.087	-0.873	-43.633	0.0021	-0.021	-1.042	1.574	-0.175	0.000	0.000	-0.0042	0.000	0.000														
7.880	-0.052	0.873	-1.921E-12	-0.0012	0.021	-4.684E-14	7.880	0.070	-0.873	43.633	0.0017	-0.021	1.042	1.576	-0.175	0.000	0.000	-0.0042	0.000	0.000														
7.890	-0.035	0.873	1.932E-12	-8.3333E-4	0.021	4.649E-14	7.890	0.070	0.000	43.633	0.0017	0.000	1.042	1.578	-0.175	0.000	0.000	-0.0042	0.000	0.000														
7.900	-0.035	0.873	1.932E-12	-8.3333E-4	0.021	4.649E-14	7.900	0.070	0.000	-43.633	0.0017	0.000	-1.042	1.580	-0.175	0.000	0.000	-0.0042	0.000	0.000														
7.910	-0.017	0.873	-1.937E-12	-4.1667E-4	0.021	-4.632E-14	7.910	0.070	-0.873	-43.633	0.0017	-0.021	-1.042	1.582	-0.175	0.000	0.000	-0.0042	0.000	0.000														
7.920	-0.017	0.873	-1.937E-12	-4.1667E-4	0.021	-4.632E-14	7.920	0.052	-0.873	43.633	0.0012	-0.021	1.042	1.584	-0.175	0.000	-1090.831	-0.0042	0.000	-26.042														
7.930	0.000	0.873	1.937E-12	0.0000	0.021	4.632E-14	7.930	0.052	0.000	-1.954E-12	0.0012	0.000	-4.562E-14	1.586	-0.175	-4.363	-1090.831	-0.0042	-0.104	-26.042														
7.940	0.000	0.873	1.937E-12	0.0000	0.021	4.632E-14	7.940	0.052	-0.873	-43.633	0.0012	-0.021	-1.042	1.588	-0.192	-4.363	1090.831	-0.0046	-0.104	26.042														
7.950	0.017	0.873	0.000	4.1667E-4	0.021	0.000	7.950	0.035	-0.873	43.633	8.3333E-4	-0.021	1.042	1.590	-0.192	0.000	1090.831	-0.0046	0.000	26.042														
7.960	0.017	0.873	-1.937E-12	4.1667E-4	0.021	-4.632E-14	7.960	0.035	0.000	43.633	8.3333E-4	0.000	1.042	1.592	-0.192	0.000	0.000	-0.0046	0.000	0.000														
7.970	0.035	0.873	-1.932E-12	8.3333E-4	0.021	-4.649E-14	7.970	0.035	0.000	-43.633	8.3333E-4	0.000	-1.042	1.594	-0.192	0.000	0.000	-0.0046	0.000	0.000														
7.980	0.035	0.873	1.943E-12	8.3333E-4	0.021	4.597E-14	7.980	0.035	-0.873	-43.633	8.3333E-4	-0.021	-1.042	1.596	-0.192	0.000	0.000	-0.0046	0.000	0.000														
7.990	0.052	0.873	1.921E-12	0.0012	0.021	4.684E-14	7.990	0.017	-0.873	43.633	4.1667E-4	-0.021	1.042	1.598	-0.192	0.000	0.000	-0.0046	0.000	0.000														
8.000	0.052	0.873	-1.665E-14	0.0012	0.021	6.939E-16	8.000	0.017	0.000	43.633	4.1667E-4	0.000	1.042	1.600	-0.192	0.000	0.000	-0.0046	0.000	0.000														
8.010	0.070	0.873	0.000	0.0017	0.021	0.000	8.010	0.017	0.000	-43.633	4.1667E-4	0.000	-1.042	1.602	-0.192	0.000	0.000	-0.0046	0.000	0.000														
8.020	0.070	0.873	-3.875E-12	0.0017	0.021	-9.263E-14	8.020	0.017	-0.873	-43.633	4.1667E-4	-0.021	-1.042	1.604	-0.192	0.000	0.000	-0.0046	0.000	0.000														
8.030	0.087	0.873	-3.841E-12	0.0021	0.021	-9.368E-14	8.030	0.000	-0.873	43.633	0.0000	-0.021	1.042	1.606	-0.192	0.000	0.000	-0.0046	0.000	0.000														
8.040	0.087	0.873	3.914E-12	0.0021	0.021	9.142E-14	8.040	0.000	0.000	43.633	0.0000	0.000	1.042	1.608	-0.192	0.000	0.000	-0.0046	0.000	0.000														
8.050	0.105	0.873	3.841E-12	0.0025	0.021	9.368E-14	8.050	0.000	0.000	-43.633	0.0000	0.000	-1.042	1.610	-0.192	0.000	-1090.831	-0.0046	0.000	-26.042														
8.060	0.105	0.873	-3.886E-14	0.0025	0.021	1.214E-15	8.060	0.000	-0.873	-43.633	0.0000	-0.021	-1.042	1.612	-0.192	-4.363	-1090.831	-0.0046	-0.104	-26.042														
8.070	0.122	0.873	-43.633	0.0029	0.021	-1.042	8.070	-0.017	-0.873	43.633	-4.1667E-4	-0.021	1.042	1.614	-0.209	-4.363	1090.831	-0.0050	-0.104	26.042														
8.080	0.122	0.000	0.000	0.0029	0.000	0.000	8.080	-0.017	0.000	43.633	-4.1667E-4	0.000	1.042	1.616	-0.209	0.000	1090.831	-0.0050	0.000	26.042														
8.090	0.122	0.873	43.633	0.0029	0.021	1.042	8.090	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.618	-0.209	0.000	0.000	-0.0050	0.000	0.000														
8.100	0.140	0.873	-3.841E-12	0.0033	0.021	-9.263E-14	8.100	-0.017	0.000	0.000	-4.1667E-4	0.000	0.000	1.620	-0.209	0.000	0.000	-0.0050	0.000	0.000														
8.110	0.140	0.873	-3.841E-12	0.0033	0.021	-9.263E-14	8.110	-0.017	0.000	-43.633	-4.1667E-4	0.000	-1.042	1.622	-0.209	0.000	0.000	-0.0050	0.000	0.000														
8.120	0.157	0.873	-43.633	0.0037	0.021	-1.042	8.120	-0.017	-0.873	-43.633	-4.1667E-4	-0.021	-1.042	1.624	-0.209	0.000	0.000	-0.0050	0.000	0.000														
8.130	0.157	0.000	3.808E-12	0.0037	0.000	9.263E-14	8.130	-0.035	-0.873	43.633	-8.3333E-4	-0.021	1.042	1.626	-0.209	0.000	0.000	-0.0050	0.000	0.000														
8.140	0.157	0.873	43.633	0.0037	0.021	1.042	8.140	-0.035	0.000	43.633	-8.3333E-4	0.000	1.042	1.628	-0.209	0.000	0.000	-0.0050	0.000	0.000														
8.150	0.175	0.873	-43.633	0.0042	0.021	-1.042	8.150	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	1.630	-0.209	0.000	0.000	-0.0050	0.000	0.000														
8.160	0.175	0.000	7.216E-14	0.0042	0.000	0.000	8.160	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	1.632	-0.209	0.000	0.000	-0.0050	0.000	0.000														
8.170	0.175	0.873	43.633	0.0042	0.021	1.042	8.170	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	1.634	-0.209	0.000	0.000	-0.0050	0.000	0.000														
8.180	0.192	0.873	-43.633	0.0046	0.021	-1.042	8.180	-0.035	0.000	0.000	-8.3333E-4	0.000	0.000	1.636	-0.209	0.000	-1090.831	-0.0050	0.000	-26.042														
8.190	0.192	0.000	-43.633	0.0046	0.000	-1.042	8.190	-0.035	0.000	-43.633	-8.3333E-4	0.000	-1.042	1.638	-0.209	-4.363	-1090.831	-0.0050	-0.104	-26.042														
